,Player,Division,Conference,Power5,School,Drafted?,position_pick_number,G,Rush,Rush Yds,Rush TD,Rush Yds/Att,Rush Yds/G,Rush TD/G
1708,Rich Sodeke,FCS,Patriot,N,Lehigh,N,Undrafted,11,159,766,6,4.8,69.6,0.5
1709,Richard McQuarley,FBS,Mountain West,N,New Mexico,N,Undrafted,13,143,656,18,4.6,50.5,1.4
1710,Richard Reese,FBS,Big 12,Y,Baylor,N,Undrafted,13,198,972,14,4.9,74.8,1.1
1711,Richardre Bagley,FCS,SoCon,N,Chattanooga,N,Undrafted,13,107,593,5,5.5,45.6,0.4
1712,Rickey Spruill,FCS,NEC,N,Wagner,N,Undrafted,21,228,1181,8,5.2,56.2,0.4
1713,Rickey Stevens,FCS,CAA,N,Maine,N,Undrafted,11,128,757,6,5.9,68.8,0.5
1714,Ricky Person,FBS,ACC,Y,NC State,N,Undrafted,24,282,1279,9,4.5,53.3,0.4
1715,Rico Dowdle,FBS,SEC,Y,South Carolina,N,Undrafted,21,256,1418,10,5.5,67.5,0.5
1716,Rico Watson,FCS,Pioneer,N,Butler,N,Undrafted,11,50,304,5,6.1,27.6,0.5
1717,Ridgeway Frank,FCS,Southland,N,Sam Houston,N,Undrafted,15,82,439,5,5.4,29.3,0.3
1718,Ro Elliott,FCS,MVFC,N,Southern Ill.,N,Undrafted,35,390,2034,21,5.2,58.1,0.6
1719,Rob Harden,FCS,Pioneer,N,Morehead St.,N,Undrafted,11,100,409,1,4.1,37.2,0.1
1720,Rob Hollomon,FCS,NEC,N,Central Conn. St.,N,Undrafted,23,512,2568,25,5.0,111.7,1.1
1721,Rob Kelley,FBS,CUSA,N,Tulane,N,Undrafted,13,98,425,3,4.3,32.7,0.2
1722,Robbie Delgado,FCS,CAA,N,Rhode Island,N,Undrafted,12,158,483,3,3.1,40.2,0.2
1723,Robert Godhigh,FBS,ACC,Y,Georgia Tech,N,Undrafted,13,79,744,7,9.4,57.2,0.5
1724,Robert Henry,FBS,AAC,N,UTSA,N,Undrafted,13,127,588,11,4.6,45.2,0.8
1725,Robert Holland,FCS,Big Sky,N,Northern Colo.,N,Undrafted,11,140,606,2,4.3,55.1,0.2
1726,Robert Johnson,FCS,SWAC,N,Jackson St.,N,Undrafted,9,94,409,2,4.4,45.4,0.2
1727,Robert Lowe,FBS,Sun Belt,N,Texas St.,N,Undrafted,34,524,2951,28,5.6,86.8,0.8
1728,Robert Marshall,FBS,Mountain West,N,Utah St.,N,Undrafted,14,94,415,1,4.4,29.6,0.1
1729,Robert Martin,FBS,Big Ten,Y,Rutgers,N,Undrafted,22,262,1388,8,5.3,63.1,0.4
1730,Robert Washington,FCS,Pioneer,N,Valparaiso,N,Undrafted,28,446,2184,24,4.9,78.0,0.9
1731,Roc Thomas,FCS,OVC,N,Jacksonville St.,N,Undrafted,21,305,1847,20,6.1,88.0,1.0
1732,Rocko Griffin,FBS,AAC,N,UTSA,N,Undrafted,23,236,1000,10,4.2,43.5,0.4
1733,Rocky Reid,FCS,Big South,N,Campbell,N,Undrafted,11,153,614,5,4.0,55.8,0.5
1734,Rod Moore,FBS,AAC,N,Cincinnati,N,Undrafted,13,143,618,5,4.3,47.5,0.4
1735,Rod Talley,FCS,Big South,N,Gardner-Webb,N,Undrafted,8,40,276,3,6.9,34.5,0.4
1736,Roderick McDowell,FBS,ACC,Y,Clemson,N,Undrafted,13,189,1025,5,5.4,78.8,0.4
1737,Rodney Anderson,FBS,Big 12,Y,Oklahoma,Y,19.0,14,188,1161,13,6.2,82.9,0.9
1738,Rodney Castille,FCS,OVC,N,Murray St.,N,Undrafted,7,57,143,1,2.5,20.4,0.1
1739,Rodney Hammond Jr.,FBS,ACC,Y,Pittsburgh,N,Undrafted,24,220,1051,9,4.8,43.8,0.4
1740,Rodney Smith,FBS,Big Ten,Y,Minnesota,N,Undrafted,50,854,3968,29,4.6,79.4,0.6
1741,Rodrigues Clark,FBS,AAC,N,Memphis,N,Undrafted,10,136,561,2,4.1,56.1,0.2
1742,Roland Dempster,FCS,CAA,N,Stony Brook,N,Undrafted,8,93,408,3,4.4,51.0,0.4
1743,Roland Genesy,FCS,MVFC,N,Indiana St.,N,Undrafted,22,264,1346,10,5.1,61.2,0.5
1744,Rolandan Finch,FCS,MEAC,N,Norfolk St.,N,Undrafted,12,235,1113,4,4.7,92.8,0.3
1745,Roman Clay,FCS,OVC,N,Murray St.,N,Undrafted,11,190,935,11,4.9,85.0,1.0
1746,Roman Hemby,FBS,Big Ten,Y,Maryland,N,Undrafted,26,330,1669,14,5.1,64.2,0.5
1747,Romeo Holden,FCS,Big South,N,Monmouth,N,Undrafted,4,29,180,1,6.2,45.0,0.2
1748,Ron Cook,FBS,MAC,N,Buffalo,N,Undrafted,22,287,1209,10,4.2,55.0,0.5
1749,Ron Wiggins,FCS,ASUN,N,Jacksonville St.,N,Undrafted,10,60,461,4,7.7,46.1,0.4
1750,Ronald Awatt,FBS,CUSA,N,UTEP,N,Undrafted,25,321,1578,8,4.9,63.1,0.3
1751,Ronald Green,FCS,Southland,N,Northwestern St.,N,Undrafted,11,86,574,5,6.7,52.2,0.5
1752,Ronald Jones,FBS,Pac-12,Y,Southern California,N,Undrafted,26,438,2632,31,6.0,101.2,1.2
1753,Ronald Jones II,FBS,Pac-12,Y,Southern California,Y,5.0,14,153,987,8,6.5,70.5,0.6
1754,Ronnie Harris,FCS,Big South,N,Charleston So.,N,Undrafted,11,72,405,2,5.6,36.8,0.2
1755,Ronnie Rivers,FBS,Mountain West,N,Fresno St.,N,Undrafted,40,570,2937,35,5.2,73.4,0.9
1756,Roschon Johnson,FBS,Big 12,Y,Texas,Y,8.0,34,269,1541,16,5.7,45.3,0.5
1757,Roshaun Johnson,FCS,Big Sky,N,Idaho,N,Undrafted,29,254,1068,25,4.2,36.8,0.9
1758,Ross Scheuerman,FCS,Patriot,N,Lafayette,N,Undrafted,23,454,2304,26,5.1,100.2,1.1
1759,Rovaughn Banks Jr.,FCS,WAC,N,Abilene Christian,N,Undrafted,10,112,473,5,4.2,47.3,0.5
1760,Roy Finch,FBS,Big 12,Y,Oklahoma,N,Undrafted,13,59,347,0,5.9,26.7,0.0
1761,Royce Freeman,FBS,Pac-12,Y,Oregon,Y,8.0,51,947,5621,60,5.9,110.2,1.2
1762,Roydell Williams,FBS,SEC,Y,Alabama,N,Undrafted,14,111,560,5,5.0,40.0,0.4
1763,Rushawn Baker,FCS,Patriot,N,Bucknell,N,Undrafted,20,272,1124,14,4.1,56.2,0.7
1764,Rushel Shell,FBS,Big 12,Y,West Virginia,N,Undrafted,25,337,1496,15,4.4,59.8,0.6
1765,Russell Hansbrough,FBS,SEC,Y,Missouri,N,Undrafted,28,319,1769,14,5.5,63.2,0.5
1766,Ryan Black,FCS,NEC,N,Bryant,N,Undrafted,8,102,396,5,3.9,49.5,0.6
1767,Ryan Boykin,FBS,MAC,N,Ohio,N,Undrafted,11,103,399,7,3.9,36.3,0.6
1768,Ryan Brumfield,FBS,MAC,N,Eastern Mich.,N,Undrafted,12,98,509,5,5.2,42.4,0.4
1769,Ryan Butler,FCS,Ivy League,N,Princeton,N,Undrafted,10,128,501,11,3.9,50.1,1.1
1770,Ryan Fulse,FCS,NEC,N,Wagner,N,Undrafted,22,532,3016,24,5.7,137.1,1.1
1771,Ryan Heaston,FCS,MVFC,N,Missouri St.,N,Undrafted,18,191,850,4,4.5,47.2,0.2
1772,Ryan Ho,FCS,NEC,N,Duquesne,N,Undrafted,23,228,856,9,3.8,37.2,0.4
1773,Ryan Ingram,FCS,SoCon,N,Wofford,N,Undrafted,10,156,837,6,5.4,83.7,0.6
1774,Ryan Jackson,FBS,AAC,N,Houston,N,Undrafted,26,251,1271,11,5.1,48.9,0.4
1775,Ryan Lovelace,FCS,SoCon,N,Wofford,N,Undrafted,5,56,267,2,4.8,53.4,0.4
1776,Ryan Mann,FCS,Pioneer,N,Valparaiso,N,Undrafted,10,106,487,3,4.6,48.7,0.3
1777,Ryan Morrow,FCS,SWAC,N,Alabama A&M,N,Undrafted,11,95,436,6,4.6,39.6,0.5
1778,Ryan Nall,FBS,Pac-12,Y,Oregon St.,N,Undrafted,21,312,1761,21,5.6,83.9,1.0
1779,Ryan Quigley,FCS,Ivy League,N,Princeton,N,Undrafted,10,87,481,6,5.5,48.1,0.6
1780,Ryan Ross,FCS,Southland,N,McNeese,N,Undrafted,22,279,1492,14,5.3,67.8,0.6
1781,Ryan Thermil,FCS,NEC,N,Robert Morris,N,Undrafted,10,61,279,2,4.6,27.9,0.2
1782,Ryan Young,FCS,Ivy League,N,Columbia,N,Undrafted,28,337,1384,8,4.1,49.4,0.3
1783,Ryder Stone,FCS,Ivy League,N,Dartmouth,N,Undrafted,10,145,675,4,4.7,67.5,0.4
1784,Ryquell Armstead,FBS,AAC,N,Temple,Y,12.0,36,522,2621,32,5.0,72.8,0.9
1785,SaRodorick Thompson,FBS,Big 12,Y,Texas Tech,N,Undrafted,46,515,2559,37,5.0,55.6,0.8
1786,Sabree Curtis Jr.,FCS,OVC,N,Tennessee St.,N,Undrafted,11,91,439,0,4.8,39.9,0.0
1787,Salvon Ahmed,FBS,Pac-12,Y,Washington,N,Undrafted,26,292,1628,18,5.6,62.6,0.7
1788,Sam Franklin,FCS,OVC,N,UT Martin,N,Undrafted,22,309,2065,19,6.7,93.9,0.9
1789,Sam McPherson,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,25,284,1987,15,7.0,79.5,0.6
1790,Sam Ojuri,FCS,MVFC,N,North Dakota St.,N,Undrafted,15,214,1398,10,6.5,93.2,0.7
1791,Sam Schrader,FCS,Pioneer,N,Butler,N,Undrafted,21,178,1098,19,6.2,52.3,0.9
1792,Samaje Perine,FBS,Big 12,Y,Oklahoma,Y,9.0,36,685,4122,49,6.0,114.5,1.4
1793,Samson Evans,FBS,MAC,N,Eastern Mich.,N,Undrafted,24,391,1801,27,4.6,75.0,1.1
1794,Sandon McCoy,FBS,FBS Independent,N,Army West Point,N,Undrafted,13,134,576,10,4.3,44.3,0.8
1795,Santee Marshall,FCS,SWAC,N,Jackson St.,N,Undrafted,13,106,449,3,4.2,34.5,0.2
1796,Santo Dunn,FCS,SWAC,N,Alabama St.,N,Undrafted,11,74,443,1,6.0,40.3,0.1
1797,Saquon Barkley,FBS,Big Ten,Y,Penn St.,Y,1.0,38,671,3843,43,5.7,101.1,1.1
1798,Savon Smith,FCS,CAA,N,Richmond,N,Undrafted,40,404,1949,14,4.8,48.7,0.4
1799,Saylor Lavallii,FBS,MAC,N,Central Mich.,N,Undrafted,12,182,807,5,4.4,67.2,0.4
1800,Scooter Adams,FCS,Southland,N,Northwestern St.,N,Undrafted,6,85,681,7,8.0,113.5,1.2
1801,Scottie Phillips,FBS,SEC,Y,Ole Miss,N,Undrafted,21,278,1470,17,5.3,70.0,0.8
1802,Sean Bell,FCS,NEC,N,Sacred Heart,N,Undrafted,25,210,1029,5,4.9,41.2,0.2
1803,Sean Dollars,FBS,Mountain West,N,Nevada,N,Undrafted,11,151,527,6,3.5,47.9,0.5
1804,Sean Prophit,FCS,Pioneer,N,Dayton,N,Undrafted,7,78,573,3,7.3,81.9,0.4
1805,Sean Tucker,FBS,ACC,Y,Syracuse,N,Undrafted,33,589,3182,27,5.4,96.4,0.8
1806,Sean Tyler,FBS,MAC,N,Western Mich.,N,Undrafted,25,387,2167,16,5.6,86.7,0.6
1807,Seba Nekhet,FCS,CAA,N,Stony Brook,N,Undrafted,13,123,660,2,5.4,50.8,0.2
1808,Selwyn Simpson,FCS,Patriot,N,Lafayette,N,Undrafted,10,92,450,5,4.9,45.0,0.5
1809,Semar Smith,FCS,Ivy League,N,Harvard,N,Undrafted,9,113,487,7,4.3,54.1,0.8
1810,Senorise Perry,FBS,AAC,N,Louisville,N,Undrafted,13,141,677,6,4.8,52.1,0.5
1811,Seth Fisher,FCS,CAA,N,Richmond,N,Undrafted,25,260,1203,15,4.6,48.1,0.6
1812,Seth McGowan,FBS,Big 12,Y,Oklahoma,N,Undrafted,8,58,370,3,6.4,46.2,0.4
1813,Seth Rowland,FCS,OVC,N,Tennessee St.,N,Undrafted,10,95,423,2,4.5,42.3,0.2
1814,Seth Wilson,FCS,MVFC,N,North Dakota St.,N,Undrafted,8,72,420,1,5.8,52.5,0.1
1815,Sewo Olonilua,FBS,Big 12,Y,TCU,N,Undrafted,25,269,1172,10,4.4,46.9,0.4
1816,Shadrach Thornton,FBS,ACC,Y,NC State,N,Undrafted,24,329,1675,13,5.1,69.8,0.5
1817,Shadrick Byrd,FBS,CUSA,N,Charlotte,N,Undrafted,24,281,1203,7,4.3,50.1,0.3
1818,Shai McKenzie,FCS,Big South,N,Hampton,N,Undrafted,12,216,1214,8,5.6,101.2,0.7
1819,Shakif Seymour,FBS,MAC,N,Toledo,N,Undrafted,39,391,2008,22,5.1,51.5,0.6
1820,Shakir Bell,FCS,MVFC,N,Indiana St.,N,Undrafted,5,78,420,1,5.4,84.0,0.2
1821,Shamari Brooks,FBS,AAC,N,Tulsa,N,Undrafted,45,793,3729,30,4.7,82.9,0.7
1822,Shane McLaughlin,FCS,Ivy League,N,Harvard,N,Undrafted,9,155,830,6,5.4,92.2,0.7
1823,Shane Simpson,FCS,CAA,N,Towson,N,Undrafted,23,292,1495,9,5.1,65.0,0.4
1824,Shane Tucker,FBS,CUSA,N,Middle Tenn.,N,Undrafted,12,97,486,8,5.0,40.5,0.7
1825,Shannon Brooks,FBS,Big Ten,Y,Minnesota,N,Undrafted,22,257,1359,12,5.3,61.8,0.5
1826,Shaq Vann,FBS,MAC,N,Eastern Mich.,N,Undrafted,42,497,2411,21,4.9,57.4,0.5
1827,Shaquil Terry,FCS,Big South,N,Kennesaw St.,N,Undrafted,27,141,1382,8,9.8,51.2,0.3
1828,Shaquille Murray-Lawrence,FBS,Mountain West,N,UNLV,N,Undrafted,12,47,418,2,8.9,34.8,0.2
1829,Shaquille Powell,FBS,ACC,Y,Duke,N,Undrafted,39,321,1504,7,4.7,38.6,0.2
1830,Shaquille Richard,FCS,Big Sky,N,Portland St.,N,Undrafted,23,178,1032,5,5.8,44.9,0.2
1831,Shaun Shivers,FBS,Big Ten,Y,Indiana,N,Undrafted,12,143,592,6,4.1,49.3,0.5
1832,Shaun Wick,FBS,Mountain West,N,Wyoming,N,Undrafted,21,292,1732,15,5.9,82.5,0.7
1833,Shaun Wilson,FBS,ACC,Y,Duke,N,Undrafted,38,391,2039,15,5.2,53.7,0.4
1834,Shawn Johnson,FCS,Big Sky,N,Montana St.,N,Undrafted,12,104,609,6,5.9,50.8,0.5
1835,Shayne Davern,FBS,Mountain West,N,Air Force,N,Undrafted,11,111,513,8,4.6,46.6,0.7
1836,Shedro Louis,FBS,FBS Independent,N,Liberty,N,Undrafted,22,183,958,11,5.2,43.5,0.5
1837,Shepard Little,FCS,OVC,N,Eastern Ill.,N,Undrafted,35,434,2783,24,6.4,79.5,0.7
1838,Sherman Badie,FBS,AAC,N,Tulane,N,Undrafted,12,121,688,3,5.7,57.3,0.2
1839,Shermari Jones,FBS,Sun Belt,N,Coastal Carolina,N,Undrafted,23,243,1438,16,5.9,62.5,0.7
1840,Shock Linwood,FBS,Big 12,Y,Baylor,N,Undrafted,48,713,4213,36,5.9,87.8,0.8
1841,Shomari Lawrence,FBS,CUSA,N,FIU,N,Undrafted,23,232,1163,7,5.0,50.6,0.3
1842,Shontrelle Johnson,FBS,Big 12,Y,Iowa St.,N,Undrafted,12,90,358,3,4.0,29.8,0.2
1843,ShunDerrick Powell,FCS,ASUN,N,Central Ark.,N,Undrafted,22,357,2524,24,7.1,114.7,1.1
1844,Sieh Bangura,FBS,MAC,N,Ohio,N,Undrafted,24,400,1889,20,4.7,78.7,0.8
1845,Silas Redd,FBS,Pac-12,Y,Southern California,N,Undrafted,6,81,376,1,4.6,62.7,0.2
1846,Silas Spearman,FBS,CUSA,N,FIU,N,Undrafted,10,132,368,4,2.8,36.8,0.4
1847,Sincere McCormick,FBS,CUSA,N,UTSA,N,Undrafted,37,724,3929,34,5.4,106.2,0.9
1848,Sirgeo Hoffman,FCS,Big Sky,N,Portland St.,N,Undrafted,10,143,769,8,5.4,76.9,0.8
1849,Sirgregory Thornton,FBS,Sun Belt,N,Arkansas St.,N,Undrafted,13,63,354,4,5.6,27.2,0.3
1850,Snoop Conner,FBS,SEC,Y,Ole Miss,Y,13.0,35,304,1580,26,5.2,45.1,0.7
1851,Sone Ntoh,FCS,CAA,N,Monmouth,N,Undrafted,11,56,411,14,7.3,37.4,1.3
1852,Sony Michel,FBS,SEC,Y,Georgia,Y,3.0,39,527,3228,28,6.1,82.8,0.7
1853,Spencer Alston,FCS,Ivy League,N,Yale,N,Undrafted,10,96,446,8,4.6,44.6,0.8
1854,Spencer Brown,FBS,CUSA,N,UAB,N,Undrafted,46,858,4011,41,4.7,87.2,0.9
1855,Spencer Kulcsar,FCS,Ivy League,N,Penn,N,Undrafted,9,110,433,3,3.9,48.1,0.3
1856,Squally Canada,FBS,FBS Independent,N,BYU,N,Undrafted,11,120,710,6,5.9,64.5,0.5
1857,Sta'Fon McCray,FCS,SWAC,N,Prairie View,N,Undrafted,10,113,723,7,6.4,72.3,0.7
1858,Stacey Bedell,FCS,CAA,N,Stony Brook,N,Undrafted,35,512,2603,27,5.1,74.4,0.8
1859,Stacy Sneed,FBS,AAC,N,Houston,N,Undrafted,12,76,501,5,6.6,41.8,0.4
1860,Stadford Anderson,FCS,SWAC,N,Alcorn,N,Undrafted,8,126,583,4,4.6,72.9,0.5
1861,Stanley Williams,FBS,SEC,Y,Kentucky,N,Undrafted,33,366,2511,18,6.9,76.1,0.5
1862,Star Thomas,FBS,CUSA,N,New Mexico St.,N,Undrafted,28,219,1171,9,5.3,41.8,0.3
1863,Stedman Mayberry,FBS,Sun Belt,N,Texas St.,N,Undrafted,12,157,593,5,3.8,49.4,0.4
1864,Stephen Bush,FCS,OVC,N,Tennessee Tech,N,Undrafted,12,62,306,7,4.9,25.5,0.6
1865,Stephen Carr,FBS,Big Ten,Y,Indiana,N,Undrafted,9,155,600,6,3.9,66.7,0.7
1866,Stephen Houston,FBS,Big Ten,Y,Indiana,N,Undrafted,12,112,753,5,6.7,62.8,0.4
1867,Stephon Huderson,FCS,Southland,N,McNeese,N,Undrafted,19,230,1192,7,5.2,62.7,0.4
1868,Steve McShane,FCS,MVFC,N,Western Ill.,N,Undrafted,33,437,2143,22,4.9,64.9,0.7
1869,Steven Lakalaka,FBS,Mountain West,N,Hawaii,N,Undrafted,22,272,1114,6,4.1,50.6,0.3
1870,Steven Long,FCS,Big Sky,N,Portland St.,N,Undrafted,11,88,605,2,6.9,55.0,0.2
1871,Steven Peoples,FBS,ACC,Y,Virginia Tech,N,Undrafted,13,158,786,6,5.0,60.5,0.5
1872,Stevie Scott,FBS,Big Ten,Y,Indiana,N,Undrafted,12,228,1137,10,5.0,94.8,0.8
1873,Stevie Scott III,FBS,Big Ten,Y,Indiana,N,Undrafted,19,334,1406,20,4.2,74.0,1.1
1874,Steward Butler,FBS,CUSA,N,Marshall,N,Undrafted,24,194,1563,15,8.1,65.1,0.6
1875,Stockton Owen,FCS,Ivy League,N,Brown,N,Undrafted,10,114,375,7,3.3,37.5,0.7
1876,Storm Johnson,FBS,AAC,N,UCF,Y,17.0,13,213,1139,14,5.3,87.6,1.1
1877,Storm Woods,FBS,Pac-12,Y,Oregon St.,N,Undrafted,32,347,1734,12,5.0,54.2,0.4
1878,Sy'Veon Wilkerson,FCS,MEAC,N,Delaware St.,N,Undrafted,15,269,1109,9,4.1,73.9,0.6
1879,Sy'veon Wilkerson,FCS,SWAC,N,Jackson St.,N,Undrafted,13,227,1152,9,5.1,88.6,0.7
1880,Synjyn Days,FBS,ACC,Y,Georgia Tech,N,Undrafted,14,157,924,9,5.9,66.0,0.6
1881,T.J. Anderson,FCS,CAA,N,Rhode Island,N,Undrafted,10,114,403,3,3.5,40.3,0.3
1882,T.J. Harden,FBS,Pac-12,Y,UCLA,N,Undrafted,13,156,827,8,5.3,63.6,0.6
1883,T.J. James,FCS,Pioneer,N,Drake,N,Undrafted,10,108,464,1,4.3,46.4,0.1
1884,T.J. Logan,FBS,ACC,Y,North Carolina,Y,18.0,35,332,1765,14,5.3,50.4,0.4
1885,T.J. Pledger,FBS,Pac-12,Y,Utah,N,Undrafted,23,199,1145,11,5.8,49.8,0.5
1886,T.J. Yeldon,FBS,SEC,Y,Alabama,Y,3.0,25,401,2214,25,5.5,88.6,1.0
1887,TD Ayo-Durojaiye,FCS,CAA,N,Villanova,N,Undrafted,23,216,1120,10,5.2,48.7,0.4
1888,TJ Jones,FCS,SoCon,N,Western Caro.,N,Undrafted,21,211,1012,13,4.8,48.2,0.6
1889,TJ Ruff,FCS,OVC,N,Charleston So.,N,Undrafted,11,158,691,7,4.4,62.8,0.6
1890,TK Marshall,FCS,MVFC,N,North Dakota St.,N,Undrafted,15,78,384,6,4.9,25.6,0.4
1891,Ta'Zhawn Henry,FBS,AAC,N,Houston,N,Undrafted,13,111,513,7,4.6,39.5,0.5
1892,TaMerik Williams,FCS,MVFC,N,North Dakota St.,N,Undrafted,43,346,2240,28,6.5,52.1,0.7
1893,Taeyler Porter,FCS,SWAC,N,Ark.-Pine Bluff,N,Undrafted,21,418,2152,21,5.1,102.5,1.0
1894,Tahj Brooks,FBS,Big 12,Y,Texas Tech,N,Undrafted,35,524,2797,24,5.3,79.9,0.7
1895,Taiwan Deal,FBS,Big Ten,Y,Wisconsin,N,Undrafted,22,199,1048,12,5.3,47.6,0.5
1896,Taj Butts,FCS,NEC,N,Duquesne,N,Undrafted,11,109,569,3,5.2,51.7,0.3
1897,Taj Griffin,FBS,Pac-12,Y,Oregon,N,Undrafted,12,77,570,3,7.4,47.5,0.2
1898,Tamarick Pierce,FCS,Big Sky,N,Eastern Wash.,N,Undrafted,21,156,1012,12,6.5,48.2,0.6
1899,Tank Bigsby,FBS,SEC,Y,Auburn,Y,7.0,35,541,2906,25,5.4,83.0,0.7
1900,Taquan Mizzell,FBS,ACC,Y,Virginia,N,Undrafted,24,350,1611,9,4.6,67.1,0.4
1901,Tarean Folston,FBS,FBS Independent,N,Notre Dame,N,Undrafted,25,263,1359,9,5.2,54.4,0.4
1902,Targhee Lambson,FCS,ASUN,N,Southern Utah,N,Undrafted,11,104,483,6,4.6,43.9,0.5
1903,Tarik Cohen,FCS,MEAC,N,N.C. A&T,Y,10.0,46,868,5619,56,6.5,122.2,1.2
1904,Taron Jones,FCS,Southland,N,Southeastern La.,N,Undrafted,20,124,513,8,4.1,25.6,0.4
1905,Taven Birdow,FBS,Mountain West,N,Air Force,N,Undrafted,13,180,839,7,4.7,64.5,0.5
1906,Tavien Feaster,FBS,SEC,Y,South Carolina,N,Undrafted,24,231,1341,12,5.8,55.9,0.5
1907,Tavion Thomas,FBS,Pac-12,Y,Utah,N,Undrafted,23,346,1795,28,5.2,78.0,1.2
1908,Tawee Walker,FBS,Big 12,Y,Oklahoma,N,Undrafted,12,102,513,7,5.0,42.8,0.6
1909,Taylor Duncan,FCS,OVC,N,Eastern Ill.,N,Undrafted,24,333,1529,15,4.6,63.7,0.6
1910,Tayon Fleet-Davis,FBS,Big Ten,Y,Maryland,N,Undrafted,13,128,721,8,5.6,55.5,0.6
1911,Te'kendrick Roberson,FCS,OVC,N,Tennessee St.,N,Undrafted,21,276,1277,7,4.6,60.8,0.3
1912,Tee Mitchell,FCS,SoCon,N,Mercer,N,Undrafted,31,452,2257,19,5.0,72.8,0.6
1913,Tehran Thomas,FCS,Big Sky,N,UC Davis,N,Undrafted,12,102,686,6,6.7,57.2,0.5
1914,Telvin Hooks,FCS,OVC,N,Tennessee St.,N,Undrafted,23,255,1112,9,4.4,48.3,0.4
1915,Teon Dollard,FBS,MAC,N,Akron,N,Undrafted,6,112,666,6,5.9,111.0,1.0
1916,Terence Stephens Jr.,FCS,NEC,N,Robert Morris,N,Undrafted,22,291,1301,9,4.5,59.1,0.4
1917,Terence Williams,FBS,Big 12,Y,Baylor,N,Undrafted,21,273,1604,14,5.9,76.4,0.7
1918,Terion Stewart,FBS,MAC,N,Bowling Green,N,Undrafted,9,125,762,8,6.1,84.7,0.9
1919,Teriyon Gipson,FBS,Mountain West,N,New Mexico,N,Undrafted,34,442,2928,27,6.6,86.1,0.8
1920,Terrance Peters,FCS,Southland,N,Houston Christian,N,Undrafted,30,360,1570,7,4.4,52.3,0.2
1921,Terrance West,FCS,CAA,N,Towson,Y,6.0,16,413,2519,41,6.1,157.4,2.6
1922,Terrell Jennings,FCS,SWAC,N,Florida A&M,N,Undrafted,25,225,1190,15,5.3,47.6,0.6
1923,Terrell Newby,FBS,Big Ten,Y,Nebraska,N,Undrafted,26,337,1644,13,4.9,63.2,0.5
1924,Terrence Franks,FBS,Sun Belt,N,Texas St.,N,Undrafted,12,107,712,8,6.7,59.3,0.7
1925,Terrence Magee,FBS,SEC,Y,LSU,N,Undrafted,26,198,1197,11,6.0,46.0,0.4
1926,Terrence Smith,FCS,Pioneer,N,San Diego,N,Undrafted,21,204,1052,10,5.2,50.1,0.5
1927,Terrence Wilson,FCS,Big South,N,Charleston So.,N,Undrafted,10,87,540,6,6.2,54.0,0.6
1928,Terrion Avery,FBS,Sun Belt,N,South Alabama,N,Undrafted,12,138,508,1,3.7,42.3,0.1
1929,Terris Jones-Grigsby,FBS,Pac-12,Y,Arizona,N,Undrafted,12,121,567,3,4.7,47.2,0.2
1930,Terron Ward,FBS,Pac-12,Y,Oregon St.,N,Undrafted,23,246,1217,15,4.9,52.9,0.7
1931,Terry Baggett,FBS,FBS Independent,N,Army West Point,N,Undrafted,12,141,1113,8,7.9,92.8,0.7
1932,Terry Swanson,FBS,MAC,N,Toledo,N,Undrafted,49,614,3601,31,5.9,73.5,0.6
1933,Tevin Coleman,FBS,Big Ten,Y,Indiana,Y,5.0,21,401,2994,27,7.5,142.6,1.3
1934,Tevin King,FBS,CUSA,N,Louisiana Tech,N,Undrafted,9,93,539,1,5.8,59.9,0.1
1935,Tevin McCaster,FCS,MVFC,N,Youngstown St.,N,Undrafted,38,619,2939,36,4.7,77.3,0.9
1936,Thomas Bertrand-Hudon,FCS,MEAC,N,Delaware St.,N,Undrafted,14,160,708,5,4.4,50.6,0.4
1937,Thomas Jefferson,FCS,CAA,N,Delaware,N,Undrafted,22,318,1590,13,5.0,72.3,0.6
1938,Thomas Owens,FCS,OVC,N,Eastern Ky.,N,Undrafted,11,61,368,3,6.0,33.5,0.3
1939,Thomas Stokes Jr.,FCS,SWAC,N,Mississippi Val.,N,Undrafted,11,137,442,1,3.2,40.2,0.1
1940,Thomas Tyner,FBS,Pac-12,Y,Oregon,N,Undrafted,12,115,711,9,6.2,59.2,0.8
1941,Tim Broughton,FCS,OVC,N,Tennessee St.,N,Undrafted,14,237,1146,6,4.8,81.9,0.4
1942,Tim Cornett,FBS,Mountain West,N,UNLV,N,Undrafted,13,264,1284,15,4.9,98.8,1.2
1943,Tim Flanders,FCS,Southland,N,Sam Houston,N,Undrafted,14,241,1430,14,5.9,102.1,1.0
1944,Tim Jordan,FBS,SEC,Y,Tennessee,N,Undrafted,12,132,522,3,4.0,43.5,0.2
1945,Tim McVey,FBS,Mountain West,N,Air Force,N,Undrafted,25,211,1449,17,6.9,58.0,0.7
1946,Tim Phillips,FCS,OVC,N,Austin Peay,N,Undrafted,8,100,497,2,5.0,62.1,0.2
1947,Timothy Carter,FCS,Southland,N,UIW,N,Undrafted,7,57,377,2,6.6,53.9,0.3
1948,Timothy Jackson,FBS,Mountain West,N,Air Force,N,Undrafted,10,122,745,6,6.1,74.5,0.6
1949,Tion Green,FBS,AAC,N,Cincinnati,N,Undrafted,36,401,1884,17,4.7,52.3,0.5
